420,-1,158.55,165.60,50.70,136.80,0.89961,-1,-1,-1
420,-1,204.75,164.25,50.40,137.70,0.89132,-1,-1,-1
420,-1,510.90,27.60,158.70,422.70,0.84269,-1,-1,-1
420,-1,294.90,188.25,28.20,77.70,0.82781,-1,-1,-1
420,-1,287.40,192.30,24.90,69.60,0.68600,-1,-1,-1
421,-1,471.00,31.35,176.40,420.45,0.91872,-1,-1,-1
421,-1,151.05,165.75,51.90,136.80,0.89157,-1,-1,-1
421,-1,198.60,163.50,49.50,136.20,0.88661,-1,-1,-1
421,-1,286.95,189.75,28.05,77.10,0.85691,-1,-1,-1
421,-1,280.20,192.30,22.50,69.00,0.76782,-1,-1,-1
422,-1,276.15,189.15,22.80,70.80,0.82425,-1,-1,-1
422,-1,281.85,189.15,30.45,76.80,0.82826,-1,-1,-1
422,-1,465.60,34.20,177.60,418.50,0.91520,-1,-1,-1
422,-1,196.80,159.90,47.70,137.70,0.90355,-1,-1,-1
422,-1,147.15,162.75,52.20,135.30,0.90058,-1,-1,-1
423,-1,454.50,36.00,179.10,417.00,0.92352,-1,-1,-1
423,-1,193.35,158.10,47.40,137.40,0.91179,-1,-1,-1
423,-1,144.53,158.70,49.57,137.40,0.90160,-1,-1,-1
423,-1,276.45,186.60,30.30,77.40,0.85454,-1,-1,-1
423,-1,269.55,187.35,23.10,70.20,0.82329,-1,-1,-1
424,-1,264.00,187.20,23.10,70.50,0.82982,-1,-1,-1
424,-1,270.75,186.30,30.30,77.40,0.84573,-1,-1,-1
424,-1,139.43,159.45,50.18,137.70,0.90151,-1,-1,-1
424,-1,441.30,43.65,185.10,411.15,0.92029,-1,-1,-1
424,-1,190.35,161.40,45.90,135.00,0.89332,-1,-1,-1
425,-1,426.60,45.75,192.60,405.45,0.91962,-1,-1,-1
425,-1,133.35,158.10,50.10,136.50,0.89882,-1,-1,-1
425,-1,185.25,159.30,44.40,134.10,0.88899,-1,-1,-1
425,-1,263.55,183.15,29.10,77.10,0.85515,-1,-1,-1
425,-1,257.40,186.45,22.50,68.10,0.81173,-1,-1,-1
426,-1,259.20,180.60,26.40,78.00,0.85552,-1,-1,-1
426,-1,252.45,184.20,21.00,67.80,0.79742,-1,-1,-1
426,-1,128.40,159.60,50.40,132.90,0.90887,-1,-1,-1
426,-1,418.50,42.75,184.80,402.45,0.91285,-1,-1,-1
426,-1,181.65,157.65,44.40,133.50,0.89386,-1,-1,-1
427,-1,245.10,183.15,22.20,67.20,0.83641,-1,-1,-1
427,-1,409.80,46.65,160.80,392.55,0.92508,-1,-1,-1
427,-1,122.33,158.40,51.08,132.00,0.89877,-1,-1,-1
427,-1,175.80,155.25,46.80,132.60,0.89532,-1,-1,-1
427,-1,252.60,178.50,26.40,78.30,0.84582,-1,-1,-1
427,-1,460.20,128.25,99.60,213.15,0.76048,-1,-1,-1
428,-1,238.35,179.25,23.40,70.20,0.84203,-1,-1,-1
428,-1,550.50,-54.15,175.50,549.15,0.76613,-1,-1,-1
428,-1,246.15,178.65,26.40,76.20,0.85182,-1,-1,-1
428,-1,118.35,157.80,51.60,129.90,0.88407,-1,-1,-1
428,-1,171.45,151.80,48.60,132.60,0.90267,-1,-1,-1
428,-1,405.00,42.00,137.40,374.40,0.92498,-1,-1,-1
429,-1,398.40,45.15,121.20,360.45,0.92912,-1,-1,-1
429,-1,168.00,151.50,46.80,131.70,0.91861,-1,-1,-1
429,-1,115.88,154.80,49.57,130.20,0.90656,-1,-1,-1
429,-1,477.90,-48.90,252.30,582.30,0.85751,-1,-1,-1
429,-1,240.75,179.40,24.90,75.30,0.84313,-1,-1,-1
429,-1,233.55,178.95,22.50,69.00,0.82226,-1,-1,-1
430,-1,226.65,180.90,22.50,68.40,0.83082,-1,-1,-1
430,-1,233.85,180.75,25.50,75.00,0.83924,-1,-1,-1
430,-1,414.00,-55.80,309.00,593.70,0.85050,-1,-1,-1
430,-1,161.70,153.15,48.90,130.80,0.90267,-1,-1,-1
430,-1,365.40,47.10,133.20,357.30,0.91820,-1,-1,-1
430,-1,111.23,153.00,50.47,130.50,0.89956,-1,-1,-1
431,-1,345.60,49.80,157.20,351.00,0.93384,-1,-1,-1
431,-1,159.30,152.25,49.20,130.20,0.90470,-1,-1,-1
431,-1,107.55,150.30,51.00,130.80,0.90311,-1,-1,-1
431,-1,390.60,-56.85,326.40,590.25,0.86053,-1,-1,-1
431,-1,230.10,178.65,26.10,74.40,0.83915,-1,-1,-1
431,-1,222.00,178.80,24.00,69.90,0.79217,-1,-1,-1
432,-1,395.40,-62.40,319.80,609.00,0.84191,-1,-1,-1
432,-1,219.90,178.65,23.10,67.80,0.76781,-1,-1,-1
432,-1,224.85,176.25,28.80,76.50,0.84366,-1,-1,-1
432,-1,335.40,52.05,153.00,334.95,0.91569,-1,-1,-1
432,-1,157.35,153.90,48.30,126.00,0.91130,-1,-1,-1
432,-1,106.50,152.55,51.00,127.80,0.88861,-1,-1,-1
433,-1,155.40,154.05,48.60,126.30,0.90497,-1,-1,-1
433,-1,331.80,55.80,144.00,323.40,0.89761,-1,-1,-1
433,-1,103.28,153.23,51.67,127.88,0.89308,-1,-1,-1
433,-1,407.10,-63.00,264.90,611.40,0.88168,-1,-1,-1
433,-1,222.90,177.30,28.80,75.30,0.82282,-1,-1,-1
433,-1,218.10,179.25,23.40,69.00,0.66110,-1,-1,-1
434,-1,-155.10,-36.30,221.44,590.40,0.60863,-1,-1,-1
434,-1,210.60,179.10,23.70,66.90,0.70628,-1,-1,-1
434,-1,217.65,178.35,28.20,74.10,0.83469,-1,-1,-1
434,-1,327.60,57.00,124.20,323.40,0.90404,-1,-1,-1
434,-1,151.43,153.00,47.62,125.40,0.88017,-1,-1,-1
434,-1,97.43,154.35,50.40,127.20,0.89400,-1,-1,-1
434,-1,375.00,-70.50,211.20,618.60,0.87435,-1,-1,-1
435,-1,207.75,177.60,21.90,66.30,0.81678,-1,-1,-1
435,-1,-175.35,-60.60,245.06,648.60,0.68024,-1,-1,-1
435,-1,344.40,-85.95,192.00,653.55,0.84239,-1,-1,-1
435,-1,94.95,153.30,49.50,126.30,0.88676,-1,-1,-1
435,-1,213.90,177.60,29.40,73.80,0.85395,-1,-1,-1
435,-1,312.30,52.80,128.40,328.50,0.88753,-1,-1,-1
435,-1,149.55,150.60,46.20,124.80,0.89327,-1,-1,-1
436,-1,90.97,150.45,47.55,126.00,0.89104,-1,-1,-1
436,-1,147.68,147.45,45.23,124.50,0.88986,-1,-1,-1
436,-1,283.80,-80.25,216.00,635.85,0.87693,-1,-1,-1
436,-1,209.40,175.20,29.40,74.10,0.84863,-1,-1,-1
