329,-1,1597.05,200.81,286.20,810.34,0.92839,-1,-1,-1
329,-1,667.91,280.29,34.76,117.96,0.61035,-1,-1,-1
329,-1,688.84,279.28,38.81,120.66,0.70397,-1,-1,-1
329,-1,758.70,290.08,21.60,62.94,0.74370,-1,-1,-1
329,-1,93.99,281.98,49.11,133.14,0.76146,-1,-1,-1
329,-1,1082.03,264.26,49.95,146.48,0.77710,-1,-1,-1
329,-1,1011.83,285.86,20.25,55.01,0.79092,-1,-1,-1
329,-1,546.41,282.15,46.58,118.46,0.83030,-1,-1,-1
329,-1,1069.20,261.56,48.60,152.21,0.84226,-1,-1,-1
329,-1,595.01,283.16,47.25,134.33,0.78490,-1,-1,-1
329,-1,940.28,276.92,45.90,136.18,0.84529,-1,-1,-1
329,-1,37.55,284.85,36.28,98.21,0.84442,-1,-1,-1
329,-1,864.00,269.33,59.40,152.55,0.86714,-1,-1,-1
329,-1,1221.08,270.68,37.80,119.14,0.86422,-1,-1,-1
329,-1,164.19,253.46,102.94,247.73,0.85907,-1,-1,-1
329,-1,774.23,248.74,78.30,232.20,0.87504,-1,-1,-1
329,-1,386.44,246.04,86.40,242.33,0.85588,-1,-1,-1
329,-1,126.39,284.18,89.61,215.33,0.85497,-1,-1,-1
329,-1,1163.70,277.43,59.40,149.85,0.85896,-1,-1,-1
330,-1,549.79,282.99,45.22,114.92,0.81738,-1,-1,-1
330,-1,730.35,287.89,21.60,62.10,0.61908,-1,-1,-1
330,-1,689.51,282.66,37.46,111.54,0.68180,-1,-1,-1
330,-1,761.40,292.44,21.60,62.94,0.72825,-1,-1,-1
330,-1,1089.45,267.30,45.90,143.44,0.72968,-1,-1,-1
330,-1,95.93,282.32,50.79,139.22,0.75279,-1,-1,-1
330,-1,1013.85,287.04,20.25,55.69,0.76958,-1,-1,-1
330,-1,130.02,284.18,84.97,219.38,0.81038,-1,-1,-1
330,-1,170.61,256.50,92.81,244.35,0.81825,-1,-1,-1
330,-1,599.06,283.84,45.90,131.62,0.76001,-1,-1,-1
330,-1,1071.22,264.94,51.30,151.88,0.84014,-1,-1,-1
330,-1,774.23,249.24,78.30,234.73,0.86368,-1,-1,-1
330,-1,1168.43,280.46,58.05,147.15,0.85984,-1,-1,-1
330,-1,1224.45,271.52,36.45,120.32,0.85880,-1,-1,-1
330,-1,1607.85,202.84,283.50,811.01,0.93638,-1,-1,-1
330,-1,385.43,248.40,89.10,239.63,0.84337,-1,-1,-1
330,-1,942.30,279.45,47.25,133.65,0.84041,-1,-1,-1
330,-1,866.70,270.17,59.40,153.73,0.85832,-1,-1,-1
330,-1,36.79,285.02,38.31,101.08,0.82189,-1,-1,-1
331,-1,731.70,290.59,21.60,60.41,0.62399,-1,-1,-1
331,-1,112.73,285.19,105.13,221.40,0.82932,-1,-1,-1
331,-1,760.73,290.08,22.95,63.62,0.69016,-1,-1,-1
331,-1,682.43,280.12,43.20,125.89,0.72154,-1,-1,-1
331,-1,1016.55,288.06,18.90,51.30,0.72908,-1,-1,-1
331,-1,1088.78,264.09,47.25,146.98,0.74091,-1,-1,-1
331,-1,97.62,282.83,47.42,128.92,0.74591,-1,-1,-1
331,-1,600.08,282.83,45.90,135.00,0.79073,-1,-1,-1
331,-1,550.80,282.83,46.58,115.09,0.82410,-1,-1,-1
331,-1,36.30,282.49,38.54,101.92,0.84692,-1,-1,-1
331,-1,383.40,246.38,90.45,244.35,0.84740,-1,-1,-1
331,-1,943.65,279.11,47.25,134.32,0.84788,-1,-1,-1
331,-1,1073.93,261.39,49.95,155.76,0.84811,-1,-1,-1
331,-1,1170.45,279.11,58.05,148.50,0.85032,-1,-1,-1
331,-1,1227.15,271.18,36.45,120.32,0.85102,-1,-1,-1
331,-1,864.68,268.14,66.15,155.76,0.85832,-1,-1,-1
331,-1,772.88,247.73,79.65,235.58,0.86781,-1,-1,-1
331,-1,1622.70,207.56,275.40,811.69,0.93125,-1,-1,-1
331,-1,159.47,255.49,104.29,247.73,0.83630,-1,-1,-1
332,-1,1017.90,287.04,21.60,57.04,0.77155,-1,-1,-1
332,-1,598.73,281.98,50.62,138.54,0.76396,-1,-1,-1
332,-1,1093.50,275.57,45.90,137.19,0.72869,-1,-1,-1
332,-1,552.83,283.16,46.58,114.08,0.81512,-1,-1,-1
332,-1,679.39,279.45,42.86,120.83,0.62219,-1,-1,-1
332,-1,731.70,286.88,21.60,62.10,0.60499,-1,-1,-1
332,-1,94.75,280.46,51.13,132.97,0.71985,-1,-1,-1
332,-1,1075.95,264.26,51.30,154.24,0.83519,-1,-1,-1
332,-1,376.65,246.04,95.85,240.30,0.82795,-1,-1,-1
332,-1,102.26,284.85,87.24,222.75,0.84565,-1,-1,-1
332,-1,1644.30,214.65,267.30,805.95,0.93424,-1,-1,-1
332,-1,769.50,248.74,82.35,240.30,0.87273,-1,-1,-1
332,-1,1231.88,272.53,35.10,117.62,0.85456,-1,-1,-1
332,-1,872.10,267.47,58.05,154.74,0.85317,-1,-1,-1
332,-1,1175.85,278.77,58.05,149.85,0.84261,-1,-1,-1
332,-1,32.65,279.96,40.58,103.78,0.84788,-1,-1,-1
